model	options	test	p_value	effect_size	num_targ1	num_targ2	num_attr1	num_attr2
elmo	time_combine=max;layer_combine=concat	sent-weat4	0.95799	-0.21708429131912102	128	128	215	249
elmo	time_combine=max;layer_combine=concat	sent-weat5	1e-05	0.6313413329333514	128	128	40	47
elmo	time_combine=max;layer_combine=concat	sent-weat5b	0.94516	-0.16187835334371167	195	195	40	47
elmo	time_combine=max;layer_combine=concat	sent-weat6	0.99651	-0.4681431977711713	64	64	101	112
elmo	time_combine=max;layer_combine=concat	sent-weat6b	0.25313	0.10617724986578808	80	80	101	112
elmo	time_combine=max;layer_combine=concat	sent-weat7	0.23363	0.12397328820789491	72	72	80	80
elmo	time_combine=max;layer_combine=concat	sent-weat7b	0.81997	-0.1523884702438723	72	72	64	64
elmo	time_combine=max;layer_combine=concat	sent-weat8	0.1781	0.17348153544690675	56	56	80	80
elmo	time_combine=max;layer_combine=concat	sent-weat8b	0.03309	0.34722241587780817	56	56	64	64
elmo	time_combine=max;layer_combine=concat	sent-weat9	0.18044	0.31036204757321634	18	18	21	23
elmo	time_combine=max;layer_combine=concat	weat10	0.3424242424242424	0.24293369764351638	8	8	8	8
elmo	time_combine=max;layer_combine=concat	weat1	0.66023	-0.11923363086295594	25	25	25	25
elmo	time_combine=max;layer_combine=concat	weat2	0.13023	0.3203193660289015	25	25	25	25
elmo	time_combine=max;layer_combine=concat	weat3	0.93667	-0.3815868035128641	32	32	25	25
elmo	time_combine=max;layer_combine=concat	weat3b	0.99897	-1.0704610805741221	15	15	25	25
elmo	time_combine=max;layer_combine=concat	weat4	0.59202	-0.08675881498578772	16	16	25	25
elmo	time_combine=max;layer_combine=concat	weat5	0.16526	0.35112884434906444	16	16	8	8
elmo	time_combine=max;layer_combine=concat	weat5b	0.89513	-0.4659343116746142	15	15	8	8
elmo	time_combine=max;layer_combine=concat	weat6	0.88997668997669	-0.6259917272266463	8	8	8	8
elmo	time_combine=max;layer_combine=concat	weat6b	0.6990675990675991	-0.2684401881973769	8	8	8	8
elmo	time_combine=max;layer_combine=concat	weat7	0.7793317793317793	-0.4013763247759943	8	8	8	8
elmo	time_combine=max;layer_combine=concat	weat7b	0.5578088578088578	-0.07493392875368197	8	8	8	8
elmo	time_combine=max;layer_combine=concat	weat8	0.3048951048951049	0.26825628189018924	8	8	8	8
elmo	time_combine=max;layer_combine=concat	weat8b	0.31266511266511265	0.2545898291205136	8	8	8	8
elmo	time_combine=max;layer_combine=concat	weat9	0.8354978354978355	-0.568458227599722	6	6	7	7
elmo	time_combine=mean;layer_combine=add	angry_black_woman_stereotype	0.07412	0.5264576364212449	15	15	18	18
elmo	time_combine=mean;layer_combine=add	angry_black_woman_stereotype_b	0.5714285714285714	-0.05586140775842599	4	4	18	18
elmo	time_combine=mean;layer_combine=add	heilman_double_bind_competent_1	0.6651126651126651	-0.21883063735762937	8	8	10	10
elmo	time_combine=mean;layer_combine=add	heilman_double_bind_competent_1-	1.0	-1.7733391077979248	8	8	10	10
elmo	time_combine=mean;layer_combine=add	heilman_double_bind_competent_1+3-	0.9999222999223	-1.6094841386779326	8	8	10	10
elmo	time_combine=mean;layer_combine=add	heilman_double_bind_competent_one_sentence	0.3498057498057498	0.20021622819953083	8	8	10	10
elmo	time_combine=mean;layer_combine=add	heilman_double_bind_competent_one_word	0.7504273504273504	-0.3539078767852659	8	8	10	10
elmo	time_combine=mean;layer_combine=add	heilman_double_bind_likable_1	0.9644910644910645	-0.8929730798363867	8	8	8	8
elmo	time_combine=mean;layer_combine=add	heilman_double_bind_likable_1-	0.9998445998445998	-1.61060490248005	8	8	8	8
elmo	time_combine=mean;layer_combine=add	heilman_double_bind_likable_1+3-	0.9997668997668998	-1.5246920650865523	8	8	8	8
elmo	time_combine=mean;layer_combine=add	heilman_double_bind_likable_one_sentence	0.9651126651126651	-0.899995435790864	8	8	8	8
elmo	time_combine=mean;layer_combine=add	heilman_double_bind_likable_one_word	0.8765345765345766	-0.6008546686009308	8	8	8	8
elmo	time_combine=mean;layer_combine=add	sent-angry_black_woman_stereotype	2e-05	0.523716912437534	120	120	54	54
elmo	time_combine=mean;layer_combine=add	sent-angry_black_woman_stereotype_b	0.00059	0.6191542000862724	52	52	54	54
elmo	time_combine=mean;layer_combine=add	sent-heilman_double_bind_competent_one_word	0.80677	-0.15353016944169454	64	64	30	30
elmo	time_combine=mean;layer_combine=add	sent-heilman_double_bind_likable_one_word	0.99487	-0.44951868562803876	64	64	24	24
elmo	time_combine=mean;layer_combine=add	sent-weat10	0.82501	-0.16587113237048398	64	64	40	47
elmo	time_combine=mean;layer_combine=add	sent-weat1	1e-05	0.4237448504617879	350	350	215	250
elmo	time_combine=mean;layer_combine=add	sent-weat2	1e-05	0.43227834042579383	330	330	215	250
elmo	time_combine=mean;layer_combine=add	sent-weat3	1.0	-0.3757094864317077	256	256	215	249
elmo	time_combine=mean;layer_combine=add	sent-weat3b	1.0	-0.6266964041271962	195	195	215	249
elmo	time_combine=mean;layer_combine=add	sent-weat4	0.96909	-0.23468985186120628	128	128	215	249
elmo	time_combine=mean;layer_combine=add	sent-weat5	5e-05	0.49356730701120255	128	128	40	47
elmo	time_combine=mean;layer_combine=add	sent-weat5b	0.97413	-0.19715271206613214	195	195	40	47
elmo	time_combine=mean;layer_combine=add	sent-weat6	0.98417	-0.3798853409603944	64	64	101	112
elmo	time_combine=mean;layer_combine=add	sent-weat6b	0.98592	-0.34465756417821053	80	80	101	112
elmo	time_combine=mean;layer_combine=add	sent-weat7	0.99806	-0.47879404823189803	72	72	80	80
elmo	time_combine=mean;layer_combine=add	sent-weat7b	0.46209	0.015981416458846	72	72	64	64
elmo	time_combine=mean;layer_combine=add	sent-weat8	0.94024	-0.2958460034360192	56	56	80	80
elmo	time_combine=mean;layer_combine=add	sent-weat8b	0.00156	0.5536449744601333	56	56	64	64
elmo	time_combine=mean;layer_combine=add	sent-weat9	0.30186	0.17748282280115435	18	18	21	23
elmo	time_combine=mean;layer_combine=add	weat10	0.8362859362859363	-0.5115997565690885	8	8	8	8
elmo	time_combine=mean;layer_combine=add	weat1	0.54308	-0.03149068080956637	25	25	25	25
elmo	time_combine=mean;layer_combine=add	weat2	0.08272	0.3946450732150181	25	25	25	25
elmo	time_combine=mean;layer_combine=add	weat3	0.94741	-0.40308083178038623	32	32	25	25
elmo	time_combine=mean;layer_combine=add	weat3b	0.99902	-1.0557881968029457	15	15	25	25
elmo	time_combine=mean;layer_combine=add	weat4	0.44766	0.04632848155511185	16	16	25	25
elmo	time_combine=mean;layer_combine=add	weat5	0.0753	0.5127450632901193	16	16	8	8
elmo	time_combine=mean;layer_combine=add	weat5b	0.953	-0.6088781190821458	15	15	8	8
elmo	time_combine=mean;layer_combine=add	weat6	0.8090132090132091	-0.44817184008437916	8	8	8	8
elmo	time_combine=mean;layer_combine=add	weat6b	0.6697746697746698	-0.22689949816974558	8	8	8	8
elmo	time_combine=mean;layer_combine=add	weat7	0.770940170940171	-0.3844231875978075	8	8	8	8
elmo	time_combine=mean;layer_combine=add	weat7b	0.40046620046620046	0.12691986689123205	8	8	8	8
elmo	time_combine=mean;layer_combine=add	weat8	0.34778554778554777	0.20310873188012799	8	8	8	8
elmo	time_combine=mean;layer_combine=add	weat8b	0.2209013209013209	0.3700654503740195	8	8	8	8
elmo	time_combine=mean;layer_combine=add	weat9	0.7803030303030303	-0.45036820147567946	6	6	7	7
gensen	version=nli_large_bothskip	angry_black_woman_stereotype	2e-05	1.4600385645126055	15	15	18	18
gensen	version=nli_large_bothskip	angry_black_woman_stereotype_b	0.9285714285714286	-0.9510926189675049	4	4	18	18
gensen	version=nli_large_bothskip	heilman_double_bind_competent_1	0.0005439005439005439	1.515386193975083	8	8	10	10
gensen	version=nli_large_bothskip	heilman_double_bind_competent_1+3-	7.77000777000777e-05	1.8756013582921658	8	8	10	10
gensen	version=nli_large_bothskip	heilman_double_bind_competent_1-	7.77000777000777e-05	1.912901557826332	8	8	10	10
gensen	version=nli_large_bothskip	heilman_double_bind_competent_one_sentence	0.0016317016317016317	1.291723274821544	8	8	10	10
gensen	version=nli_large_bothskip	heilman_double_bind_competent_one_word	0.0002331002331002331	1.5655141426470423	8	8	10	10
gensen	version=nli_large_bothskip	heilman_double_bind_likable_1	0.0013986013986013986	1.3517481776879785	8	8	8	8
gensen	version=nli_large_bothskip	heilman_double_bind_likable_1+3-	7.77000777000777e-05	1.9255755913756656	8	8	8	8
gensen	version=nli_large_bothskip	heilman_double_bind_likable_1-	7.77000777000777e-05	1.9283610948382954	8	8	8	8
gensen	version=nli_large_bothskip	heilman_double_bind_likable_one_sentence	0.001554001554001554	1.2902505799719743	8	8	8	8
gensen	version=nli_large_bothskip	heilman_double_bind_likable_one_word	0.0011655011655011655	1.364753149111454	8	8	8	8
gensen	version=nli_large_bothskip	sent-angry_black_woman_stereotype	1e-05	0.871110137358192	120	120	54	54
gensen	version=nli_large_bothskip	sent-angry_black_woman_stereotype_b	0.37438	0.06392437781060156	52	52	54	54
gensen	version=nli_large_bothskip	sent-heilman_double_bind_competent_one_word	1e-05	1.0404864409947594	64	64	30	30
gensen	version=nli_large_bothskip	sent-heilman_double_bind_likable_one_word	0.04421	0.2988085168730641	64	64	24	24
gensen	version=nli_large_bothskip	sent-weat10	1e-05	0.8568489644810244	64	64	40	47
gensen	version=nli_large_bothskip	sent-weat1	1e-05	1.1572908508837672	350	350	215	250
gensen	version=nli_large_bothskip	sent-weat2	1e-05	1.2886215013574815	330	330	215	250
gensen	version=nli_large_bothskip	sent-weat3	1e-05	0.94218270289675	256	256	215	249
gensen	version=nli_large_bothskip	sent-weat3b	1e-05	0.7090314564490118	195	195	215	249
gensen	version=nli_large_bothskip	sent-weat4	1e-05	1.2887997192153966	128	128	215	249
gensen	version=nli_large_bothskip	sent-weat5	1e-05	1.3550605800134519	128	128	40	47
gensen	version=nli_large_bothskip	sent-weat5b	0.03413	0.1845082790829876	195	195	40	47
gensen	version=nli_large_bothskip	sent-weat6	1e-05	1.4991972577139885	64	64	101	112
gensen	version=nli_large_bothskip	sent-weat6b	0.03795	0.281071775766104	80	80	101	112
gensen	version=nli_large_bothskip	sent-weat7	0.83658	-0.16438373785311475	72	72	80	80
gensen	version=nli_large_bothskip	sent-weat7b	1e-05	1.3936494366855876	72	72	64	64
gensen	version=nli_large_bothskip	sent-weat8	0.00055	0.5971471617368482	56	56	80	80
gensen	version=nli_large_bothskip	sent-weat8b	1e-05	1.3549591828105232	56	56	64	64
gensen	version=nli_large_bothskip	sent-weat9	4e-05	1.211166683783943	18	18	21	23
gensen	version=nli_large_bothskip	weat10	0.00916860916860917	1.140724758555114	8	8	8	8
gensen	version=nli_large_bothskip	weat1	2e-05	1.1002541989115384	25	25	25	25
gensen	version=nli_large_bothskip	weat2	3e-05	1.1676789972679802	25	25	25	25
gensen	version=nli_large_bothskip	weat3	1e-05	1.3364095725064828	32	32	25	25
gensen	version=nli_large_bothskip	weat3b	0.00074	1.087860691392645	15	15	25	25
gensen	version=nli_large_bothskip	weat4	1e-05	1.7303888652151982	16	16	25	25
gensen	version=nli_large_bothskip	weat5	1e-05	1.6570493864402163	16	16	8	8
gensen	version=nli_large_bothskip	weat5b	0.03623	0.650055897904449	15	15	8	8
gensen	version=nli_large_bothskip	weat6	7.77000777000777e-05	1.8349763486772008	8	8	8	8
gensen	version=nli_large_bothskip	weat6b	0.17956487956487957	0.47266222687182824	8	8	8	8
gensen	version=nli_large_bothskip	weat7	0.3996891996891997	0.13207071573367948	8	8	8	8
gensen	version=nli_large_bothskip	weat7b	0.02641802641802642	0.9514305029024437	8	8	8	8
gensen	version=nli_large_bothskip	weat8	0.5825951825951826	-0.10575184220506224	8	8	8	8
gensen	version=nli_large_bothskip	weat8b	0.08057498057498058	0.7089818687429881	8	8	8	8
gensen	version=nli_large_bothskip	weat9	0.09632034632034632	0.7676120226909428	6	6	7	7
gensen	version=nli_large_bothskip_parse	angry_black_woman_stereotype	1e-05	1.671596820151215	15	15	18	18
gensen	version=nli_large_bothskip_parse	angry_black_woman_stereotype_b	0.07142857142857142	0.974455696386925	4	4	18	18
gensen	version=nli_large_bothskip_parse	heilman_double_bind_competent_1	0.980963480963481	-0.9955779343357898	8	8	10	10
gensen	version=nli_large_bothskip_parse	heilman_double_bind_competent_1-	1.0	-1.692812236033916	8	8	10	10
gensen	version=nli_large_bothskip_parse	heilman_double_bind_competent_1+3-	0.9941724941724942	-1.1514565807334658	8	8	10	10
gensen	version=nli_large_bothskip_parse	heilman_double_bind_competent_one_sentence	0.15112665112665113	0.5269811289785306	8	8	10	10
gensen	version=nli_large_bothskip_parse	heilman_double_bind_competent_one_word	0.0008547008547008547	1.3898261067791227	8	8	10	10
gensen	version=nli_large_bothskip_parse	heilman_double_bind_likable_1	0.6672105672105673	-0.22921194155589839	8	8	8	8
gensen	version=nli_large_bothskip_parse	heilman_double_bind_likable_1+3-	7.77000777000777e-05	1.9138166290514118	8	8	8	8
gensen	version=nli_large_bothskip_parse	heilman_double_bind_likable_1-	7.77000777000777e-05	1.9170731562862644	8	8	8	8
gensen	version=nli_large_bothskip_parse	heilman_double_bind_likable_one_sentence	0.9799533799533799	-1.0020575051199945	8	8	8	8
gensen	version=nli_large_bothskip_parse	heilman_double_bind_likable_one_word	0.007148407148407148	1.166674093055975	8	8	8	8
gensen	version=nli_large_bothskip_parse	sent-angry_black_woman_stereotype	1e-05	1.185428193187832	120	120	54	54
gensen	version=nli_large_bothskip_parse	sent-angry_black_woman_stereotype_b	1e-05	0.987096101052091	52	52	54	54
gensen	version=nli_large_bothskip_parse	sent-heilman_double_bind_competent_one_word	0.00034	0.5958467031760201	64	64	30	30
gensen	version=nli_large_bothskip_parse	sent-heilman_double_bind_likable_one_word	0.11182	0.21324283986004525	64	64	24	24
gensen	version=nli_large_bothskip_parse	sent-weat10	1e-05	0.982909437628031	64	64	40	47
gensen	version=nli_large_bothskip_parse	sent-weat1	1e-05	1.1657073984324775	350	350	215	250
gensen	version=nli_large_bothskip_parse	sent-weat2	1e-05	1.3260162179985486	330	330	215	250
gensen	version=nli_large_bothskip_parse	sent-weat3	1e-05	0.9710604510926549	256	256	215	249
gensen	version=nli_large_bothskip_parse	sent-weat3b	1e-05	0.855795853638038	195	195	215	249
gensen	version=nli_large_bothskip_parse	sent-weat4	1e-05	1.4199522201008168	128	128	215	249
gensen	version=nli_large_bothskip_parse	sent-weat5	1e-05	1.5160696608066155	128	128	40	47
gensen	version=nli_large_bothskip_parse	sent-weat5b	1e-05	0.6394511557290522	195	195	40	47
gensen	version=nli_large_bothskip_parse	sent-weat6	1e-05	1.7341795922243053	64	64	101	112
gensen	version=nli_large_bothskip_parse	sent-weat6b	0.61579	-0.04608396077386633	80	80	101	112
gensen	version=nli_large_bothskip_parse	sent-weat7	0.00097	0.5145018243374913	72	72	80	80
gensen	version=nli_large_bothskip_parse	sent-weat7b	1e-05	1.4426607358159216	72	72	64	64
gensen	version=nli_large_bothskip_parse	sent-weat8	0.00035	0.6235589457561934	56	56	80	80
gensen	version=nli_large_bothskip_parse	sent-weat8b	1e-05	1.4006461378374038	56	56	64	64
gensen	version=nli_large_bothskip_parse	sent-weat9	1e-05	1.6218693577527163	18	18	21	23
gensen	version=nli_large_bothskip_parse	weat10	0.0003108003108003108	1.5380154660907903	8	8	8	8
gensen	version=nli_large_bothskip_parse	weat1	1e-05	1.165915422576564	25	25	25	25
gensen	version=nli_large_bothskip_parse	weat2	1e-05	1.3522952712703145	25	25	25	25
gensen	version=nli_large_bothskip_parse	weat3	1e-05	1.2745815247050354	32	32	25	25
gensen	version=nli_large_bothskip_parse	weat3b	0.00047	1.1094373946906564	15	15	25	25
gensen	version=nli_large_bothskip_parse	weat4	1e-05	1.768325276076447	16	16	25	25
gensen	version=nli_large_bothskip_parse	weat5	1e-05	1.7599902667304135	16	16	8	8
gensen	version=nli_large_bothskip_parse	weat5b	0.0066	0.869876825918617	15	15	8	8
gensen	version=nli_large_bothskip_parse	weat6	7.77000777000777e-05	1.8389914089803727	8	8	8	8
gensen	version=nli_large_bothskip_parse	weat6b	0.49121989121989124	0.01105871049589683	8	8	8	8
gensen	version=nli_large_bothskip_parse	weat7	0.05182595182595182	0.8216414894559274	8	8	8	8
gensen	version=nli_large_bothskip_parse	weat7b	0.00473970473970474	1.2042124444707176	8	8	8	8
gensen	version=nli_large_bothskip_parse	weat8	0.6205128205128205	-0.1650790364452174	8	8	8	8
gensen	version=nli_large_bothskip_parse	weat8b	0.026806526806526808	0.9581682123140969	8	8	8	8
gensen	version=nli_large_bothskip_parse	weat9	0.008658008658008658	1.2712177487372456	6	6	7	7
gensen	version=nli_large_bothskip_parse,nli_large_bothskip	angry_black_woman_stereotype	1e-05	1.5722207337334766	15	15	18	18
gensen	version=nli_large_bothskip_parse,nli_large_bothskip	angry_black_woman_stereotype_b	0.6142857142857143	-0.14697561726445715	4	4	18	18
gensen	version=nli_large_bothskip_parse,nli_large_bothskip	heilman_double_bind_competent_1	0.0696969696969697	0.7463429930734063	8	8	10	10
gensen	version=nli_large_bothskip_parse,nli_large_bothskip	heilman_double_bind_competent_1+3-	7.77000777000777e-05	1.7390973066342492	8	8	10	10
gensen	version=nli_large_bothskip_parse,nli_large_bothskip	heilman_double_bind_competent_1-	7.77000777000777e-05	1.819754426881282	8	8	10	10
gensen	version=nli_large_bothskip_parse,nli_large_bothskip	heilman_double_bind_competent_one_sentence	0.01662781662781663	1.0343420972732051	8	8	10	10
gensen	version=nli_large_bothskip_parse,nli_large_bothskip	heilman_double_bind_competent_one_word	0.0003108003108003108	1.4948579791422119	8	8	10	10
gensen	version=nli_large_bothskip_parse,nli_large_bothskip	heilman_double_bind_likable_1	0.10606060606060606	0.645163290691434	8	8	8	8
gensen	version=nli_large_bothskip_parse,nli_large_bothskip	heilman_double_bind_likable_1+3-	7.77000777000777e-05	1.9267107551858438	8	8	8	8
gensen	version=nli_large_bothskip_parse,nli_large_bothskip	heilman_double_bind_likable_1-	7.77000777000777e-05	1.9288844044670794	8	8	8	8
gensen	version=nli_large_bothskip_parse,nli_large_bothskip	heilman_double_bind_likable_one_sentence	0.46223776223776225	0.05241523392500927	8	8	8	8
gensen	version=nli_large_bothskip_parse,nli_large_bothskip	heilman_double_bind_likable_one_word	0.002097902097902098	1.3144515598151096	8	8	8	8
gensen	version=nli_large_bothskip_parse,nli_large_bothskip	sent-angry_black_woman_stereotype	1e-05	1.0512277360638587	120	120	54	54
gensen	version=nli_large_bothskip_parse,nli_large_bothskip	sent-angry_black_woman_stereotype_b	0.0001	0.7191779430525956	52	52	54	54
gensen	version=nli_large_bothskip_parse,nli_large_bothskip	sent-heilman_double_bind_competent_one_word	1e-05	0.8336753532426974	64	64	30	30
gensen	version=nli_large_bothskip_parse,nli_large_bothskip	sent-heilman_double_bind_likable_one_word	0.07583	0.2524141295756392	64	64	24	24
gensen	version=nli_large_bothskip_parse,nli_large_bothskip	sent-weat10	1e-05	0.9577264863275721	64	64	40	47
gensen	version=nli_large_bothskip_parse,nli_large_bothskip	sent-weat1	1e-05	1.221111839090593	350	350	215	250
gensen	version=nli_large_bothskip_parse,nli_large_bothskip	sent-weat2	1e-05	1.3404734365359054	330	330	215	250
gensen	version=nli_large_bothskip_parse,nli_large_bothskip	sent-weat3	1e-05	0.9684043539646171	256	256	215	249
gensen	version=nli_large_bothskip_parse,nli_large_bothskip	sent-weat3b	1e-05	0.8192806458946118	195	195	215	249
gensen	version=nli_large_bothskip_parse,nli_large_bothskip	sent-weat4	1e-05	1.378136806544066	128	128	215	249
gensen	version=nli_large_bothskip_parse,nli_large_bothskip	sent-weat5	1e-05	1.4812117035032712	128	128	40	47
gensen	version=nli_large_bothskip_parse,nli_large_bothskip	sent-weat5b	1e-05	0.47749215144615526	195	195	40	47
gensen	version=nli_large_bothskip_parse,nli_large_bothskip	sent-weat6	1e-05	1.631223606658155	64	64	101	112
gensen	version=nli_large_bothskip_parse,nli_large_bothskip	sent-weat6b	0.20882	0.12861523101385408	80	80	101	112
gensen	version=nli_large_bothskip_parse,nli_large_bothskip	sent-weat7	0.11512	0.20053628106077273	72	72	80	80
gensen	version=nli_large_bothskip_parse,nli_large_bothskip	sent-weat7b	1e-05	1.4677204905244328	72	72	64	64
gensen	version=nli_large_bothskip_parse,nli_large_bothskip	sent-weat8	0.00012	0.6698810207164688	56	56	80	80
gensen	version=nli_large_bothskip_parse,nli_large_bothskip	sent-weat8b	1e-05	1.4820343703362637	56	56	64	64
gensen	version=nli_large_bothskip_parse,nli_large_bothskip	sent-weat9	1e-05	1.5232637543632452	18	18	21	23
gensen	version=nli_large_bothskip_parse,nli_large_bothskip	weat10	0.0009324009324009324	1.403045536903988	8	8	8	8
gensen	version=nli_large_bothskip_parse,nli_large_bothskip	weat1	1e-05	1.2444486288301007	25	25	25	25
gensen	version=nli_large_bothskip_parse,nli_large_bothskip	weat2	1e-05	1.3145979272068733	25	25	25	25
gensen	version=nli_large_bothskip_parse,nli_large_bothskip	weat3	1e-05	1.3189143965652406	32	32	25	25
gensen	version=nli_large_bothskip_parse,nli_large_bothskip	weat3b	0.00043	1.1196568437560248	15	15	25	25
gensen	version=nli_large_bothskip_parse,nli_large_bothskip	weat4	1e-05	1.7649642897272917	16	16	25	25
gensen	version=nli_large_bothskip_parse,nli_large_bothskip	weat5	1e-05	1.733239511757745	16	16	8	8
gensen	version=nli_large_bothskip_parse,nli_large_bothskip	weat5b	0.01238	0.8002604611458873	15	15	8	8
gensen	version=nli_large_bothskip_parse,nli_large_bothskip	weat6	7.77000777000777e-05	1.8436489684860125	8	8	8	8
gensen	version=nli_large_bothskip_parse,nli_large_bothskip	weat6b	0.22804972804972806	0.37072887871410004	8	8	8	8
gensen	version=nli_large_bothskip_parse,nli_large_bothskip	weat7	0.1675213675213675	0.49606491715603496	8	8	8	8
gensen	version=nli_large_bothskip_parse,nli_large_bothskip	weat7b	0.010878010878010878	1.0952491235904391	8	8	8	8
gensen	version=nli_large_bothskip_parse,nli_large_bothskip	weat8	0.6095571095571095	-0.1427008495313025	8	8	8	8
gensen	version=nli_large_bothskip_parse,nli_large_bothskip	weat8b	0.041025641025641026	0.8720486562297266	8	8	8	8
gensen	version=nli_large_bothskip_parse,nli_large_bothskip	weat9	0.011904761904761904	1.2506620196196625	6	6	7	7
guse		angry_black_woman_stereotype	0.8558	-0.39361538672409174	15	15	18	18
guse		angry_black_woman_stereotype_b	0.38571428571428573	0.24801425556281	4	4	18	18
guse		heilman_double_bind_competent_1	0.9999222999223	-1.5400165142657372	8	8	10	10
guse		heilman_double_bind_competent_1-	1.0	-1.9177667287767173	8	8	10	10
guse		heilman_double_bind_competent_1+3-	1.0	-1.8547640684504931	8	8	10	10
guse		heilman_double_bind_competent_one_sentence	0.08080808080808081	0.7101393629086868	8	8	10	10
guse		heilman_double_bind_competent_one_word	0.0002331002331002331	1.5084031127869182	8	8	10	10
guse		heilman_double_bind_likable_1	7.77000777000777e-05	1.8078307065671961	8	8	8	8
guse		heilman_double_bind_likable_1-	7.77000777000777e-05	1.9280783900243619	8	8	8	8
guse		heilman_double_bind_likable_1+3-	7.77000777000777e-05	1.9248942765313848	8	8	8	8
guse		heilman_double_bind_likable_one_sentence	0.1794094794094794	0.4775107304525603	8	8	8	8
guse		heilman_double_bind_likable_one_word	0.38756798756798755	0.15670105346265095	8	8	8	8
guse		sent-angry_black_woman_stereotype	0.92676	-0.18759190054486302	120	120	54	54
guse		sent-angry_black_woman_stereotype_b	0.00016	0.6947350316787737	52	52	54	54
guse		sent-heilman_double_bind_competent_one_word	0.08014	0.2506225869999224	64	64	30	30
guse		sent-heilman_double_bind_likable_one_word	0.03567	0.3197634424779002	64	64	24	24
guse		sent-weat1	1e-05	1.3831051364870202	350	350	215	250
guse		sent-weat10	0.00246	0.4919258761310338	64	64	40	47
guse		sent-weat2	1e-05	1.5048492877539292	330	330	215	250
guse		sent-weat3	0.0001	0.32160831110998567	256	256	215	249
guse		sent-weat3b	0.99572	-0.264113619362965	195	195	215	249
guse		sent-weat4	0.99544	-0.32451541430879405	128	128	215	249
guse		sent-weat5	0.05666	0.19794035664391132	128	128	40	47
guse		sent-weat5b	2e-05	0.4644654369525293	195	195	40	47
guse		sent-weat6	1e-05	0.8311953721829175	64	64	101	112
guse		sent-weat6b	0.07274	0.23013117625802215	80	80	101	112
guse		sent-weat7	5e-05	0.6196275352077536	72	72	80	80
guse		sent-weat7b	1e-05	1.1622070087499432	72	72	64	64
guse		sent-weat8	0.00022	0.6486133477068755	56	56	80	80
guse		sent-weat8b	1e-05	1.1099687951012034	56	56	64	64
guse		sent-weat9	0.09971	0.43615752020822235	18	18	21	23
guse		weat1	1e-05	1.3799843286440312	25	25	25	25
guse		weat10	0.01825951825951826	1.0113540790161302	8	8	8	8
guse		weat2	1e-05	1.4413330362786436	25	25	25	25
guse		weat3	0.01831	0.5195171974010843	32	32	25	25
guse		weat3b	0.24505	0.2559220869216688	15	15	25	25
guse		weat4	0.90556	-0.4701438358348151	16	16	25	25
guse		weat5	0.0673	0.5276544342946388	16	16	8	8
guse		weat5b	0.01532	0.7778162439130938	15	15	8	8
guse		weat6	0.4818181818181818	0.024817923552629496	8	8	8	8
guse		weat6b	0.35135975135975134	0.20094666365136205	8	8	8	8
guse		weat7	0.12463092463092464	0.5877107866408301	8	8	8	8
guse		weat7b	0.05501165501165501	0.8060650237088792	8	8	8	8
guse		weat8	0.07645687645687646	0.715067984818526	8	8	8	8
guse		weat8b	0.19316239316239317	0.4444059002831308	8	8	8	8
guse		weat9	0.0010822510822510823	1.6039173344341684	6	6	7	7
infersent		angry_black_woman_stereotype	0.0003	1.1790674787664144	15	15	18	18
infersent		angry_black_woman_stereotype_b	0.05714285714285714	1.218226490081193	4	4	18	18
infersent		heilman_double_bind_competent_1	0.006604506604506605	1.1410470664710985	8	8	10	10
infersent		heilman_double_bind_competent_1-	7.77000777000777e-05	1.7447928848069791	8	8	10	10
infersent		heilman_double_bind_competent_1+3-	7.77000777000777e-05	1.8552506518984928	8	8	10	10
infersent		heilman_double_bind_competent_one_sentence	0.0002331002331002331	1.42076173194466	8	8	10	10
infersent		heilman_double_bind_competent_one_word	0.013131313131313131	1.0874802159497985	8	8	10	10
infersent		heilman_double_bind_likable_1	0.009246309246309247	1.0300971009747475	8	8	8	8
infersent		heilman_double_bind_likable_1-	7.77000777000777e-05	1.9211337441735892	8	8	8	8
infersent		heilman_double_bind_likable_1+3-	7.77000777000777e-05	1.9230684042058976	8	8	8	8
infersent		heilman_double_bind_likable_one_sentence	0.001320901320901321	1.3335937163184117	8	8	8	8
infersent		heilman_double_bind_likable_one_word	0.10878010878010878	0.6462665732546511	8	8	8	8
infersent		sent-angry_black_woman_stereotype	1e-05	0.9755706906580962	120	120	54	54
infersent		sent-angry_black_woman_stereotype_b	1e-05	1.1793892590223647	52	52	54	54
infersent		sent-heilman_double_bind_competent_one_word	0.00055	0.57214983794744	64	64	30	30
infersent		sent-heilman_double_bind_likable_one_word	0.01793	0.37097607691999535	64	64	24	24
infersent		sent-weat1	1e-05	1.6496511149217172	350	350	215	250
infersent		sent-weat10	1e-05	1.1373898755061165	64	64	40	47
infersent		sent-weat2	1e-05	1.4438465433398684	330	330	215	250
infersent		sent-weat3	1e-05	1.06798908794153	256	256	215	249
infersent		sent-weat3b	0.0001	0.38489558190383066	195	195	215	249
infersent		sent-weat4	1e-05	1.2927281194210565	128	128	215	249
infersent		sent-weat5	1e-05	1.1631727157134375	128	128	40	47
infersent		sent-weat5b	0.06623	0.15286634816800235	195	195	40	47
infersent		sent-weat6	1e-05	1.691575710553359	64	64	101	112
infersent		sent-weat6b	0.01382	0.34799281375396507	80	80	101	112
